"Name","Symbol","Last","High","Low","Chg.","Chg. %","Vol.","Time"
"Ligand","LGND","225.04","226.32","222.02","+0.84","+0.37%","269.33K","03/08"
"Lindsay","LNN","90.46","92.19","90.34","-1.47","-1.60%","72.05K","03/08"
"Liquidity Services","LQDT","6.95","7.50","6.85","-0.40","-5.44%","94.35K","03/08"
"Lithia Motors","LAD","86.24","87.50","86.00","-0.12","-0.14%","257.24K","03/08"
"Littelfuse","LFUS","219.64","221.29","216.09","+0.03","+0.01%","390.24K","03/08"
"LivePerson","LPSN","23.55","24.52","22.90","-0.55","-2.28%","596.43K","03/08"
"LogMeIn","LOGM","83.30","83.85","82.70","+0.45","+0.54%","1.30M","03/08"
"Lsb Industries","LXU","6.77","6.85","6.55","+0.05","+0.74%","166.82K","03/08"
"LSC Communications","LKSD","11.85","12.59","11.84","-0.18","-1.50%","702.19K","03/08"
"LTC Properties","LTC","42.61","42.63","41.96","+0.55","+1.31%","143.74K","03/08"
"Lumber Liquidators","LL","19.49","19.61","18.92","+0.29","+1.51%","2.12M","03/08"
"Lumentum Holdings Inc","LITE","54.85","55.18","54.00","+1.35","+2.52%","1.82M","03/08"
"Luminex","LMNX","34.60","35.10","34.02","-0.15","-0.43%","334.68K","03/08"
"Lydall","LDL","40.60","42.20","40.29","-1.45","-3.45%","169.47K","03/08"
"M/I Homes","MHO","25.85","26.14","25.58","0.00","0.00%","217.09K","03/08"
"Magellan Health","MGLN","75.05","76.30","74.85","-0.85","-1.12%","289.01K","03/08"
"Maiden Holdings","MHLD","8.35","8.63","8.25","-0.25","-2.91%","591.09K","03/08"
"ManTech","MANT","61.95","63.23","60.26","-1.04","-1.65%","175.09K","03/08"
"Marcus","MCS","37.40","38.35","37.30","-0.60","-1.58%","106.36K","03/08"
"MarineMax","HZO","19.00","19.35","18.45","-0.10","-0.52%","352.89K","03/08"
"Marriot Vacations Worldwide","VAC","119.780","122.980","117.980","-2.570","-2.10%","381.40K","03/08"
"Marten Transport","MRTN","22.10","22.35","21.90","-0.15","-0.67%","263.35K","03/08"
"Masimo","MASI","108.26","108.62","105.67","0.00","0.00%","727.27K","03/08"
"Materion","MTRN","63.55","64.10","62.95","-0.25","-0.39%","81.70K","03/08"
"Matrix","MTRX","20.40","20.55","20.18","+0.10","+0.49%","114.29K","03/08"
"Matson","MATX","35.670","36.610","35.500","-0.470","-1.30%","177.64K","03/08"
"Matthews","MATW","51.85","53.30","51.60","-1.05","-1.98%","171.99K","03/08"
"MDC","MDC","30.33","30.62","30.05","-0.10","-0.33%","388.44K","03/08"
"Medidata","MDSO","76.12","76.55","74.97","+0.07","+0.09%","518.58K","03/08"
"MEDIFAST","MED","213.19","229.20","208.11","+38.18","+21.82%","891.50K","03/08"
"Mercury","MRCY","47.75","49.68","47.71","-2.17","-4.35%","603.86K","03/08"
"Meridian","VIVO","15.35","15.65","15.25","0.00","0.00%","153.36K","03/08"
"Merit","MMSI","55.75","55.95","54.85","+0.25","+0.45%","385.23K","03/08"
"Meritage","MTH","42.80","43.25","42.65","-0.15","-0.35%","294.00K","03/08"
"Methode Electronics","MEI","39.05","39.40","38.50","-0.15","-0.38%","110.70K","03/08"
"MicroStrategy","MSTR","134.89","137.49","132.48","-1.66","-1.22%","61.52K","03/08"
"MiMedx","MDXG","4.16","4.27","4.11","-0.06","-1.42%","1.21M","03/08"
"MKS Instruments","MKSI","94.45","94.70","93.25","-0.05","-0.05%","384.10K","03/08"
"Mobile Mini","MINI","43.05","43.85","42.70","-0.30","-0.69%","148.19K","03/08"
"Momenta","MNTA","28.45","28.85","27.65","-0.15","-0.52%","311.85K","03/08"
"Monarch","MCRI","47.94","48.12","47.28","+0.32","+0.67%","67.16K","03/08"
"Monotype","TYPE","20.40","20.50","20.15","+0.05","+0.25%","246.63K","03/08"
"Monro Muffler Brake","MNRO","70.05","70.55","69.00","+0.60","+0.86%","244.87K","03/08"
"Moog","MOGa","74.00","74.22","73.33","+0.23","+0.31%","92.50K","03/08"
"Motorcar Parts","MPAA","21.44","21.49","20.74","+0.32","+1.52%","129.42K","03/08"
"Movado","MOV","49.65","50.40","49.40","-0.10","-0.20%","66.46K","03/08"
"MTS Systems","MTSC","53.60","54.75","52.95","-0.50","-0.92%","43.41K","03/08"
"Mueller Industries","MLI","32.60","33.01","32.26","-0.10","-0.31%","230.48K","03/08"
"Multi-Color","LABL","64.70","65.90","63.98","-0.20","-0.31%","73.21K","03/08"
"Myers Industries","MYE","21.85","21.95","21.33","0.00","0.00%","164.02K","03/08"
"MYR Group","MYRG","35.11","37.84","34.64","-4.25","-10.81%","267.84K","03/08"
"Nanometrics","NANO","42.27","42.45","40.55","+1.12","+2.72%","987.59K","03/08"
"National Presto Industries","NPK","125.70","127.50","125.40","-0.45","-0.36%","21.68K","03/08"
"Natus","BABY","36.40","37.30","36.10","-0.60","-1.62%","123.42K","03/08"
"Nautilus","NLS","14.100","14.200","13.750","+0.200","+1.44%","235.12K","03/08"
"Navigant","NCI","23.28","24.32","22.71","-1.49","-6.02%","654.76K","03/08"
"NBT Bancorp","NBTB","39.67","40.68","39.61","-0.78","-1.93%","41.79K","03/08"
"Neenah Paper","NP","89.40","89.60","88.59","+0.45","+0.51%","49.44K","03/08"
"Nektar","NKTR","53.94","54.67","53.12","-0.36","-0.66%","1.14M","03/08"
"Neogen","NEOG","81.51","83.18","80.97","-1.27","-1.53%","155.99K","03/08"
"NETGEAR","NTGR","65.70","66.42","64.40","+1.20","+1.86%","817.50K","03/08"
"Newpark Resources","NR","10.150","10.750","10.050","-0.500","-4.69%","681.57K","03/08"
"NIC","EGOV","15.95","16.70","15.75","-0.65","-3.92%","470.96K","03/08"
"Northern Oil&Gas","NOG","3.690","3.700","3.520","+0.080","+2.22%","534.60K","02/08"
"Northfield Bancorp","NFBK","16.37","16.63","16.30","-0.27","-1.62%","55.76K","03/08"
"Northwest Bancshares","NWBI","17.93","18.19","17.87","-0.17","-0.94%","312.88K","03/08"
"Northwest Natural Gas","NWN","64.55","64.95","64.30","-0.20","-0.31%","84.92K","03/08"
"NutriSystem","NTRI","43.50","43.65","39.75","+4.10","+10.41%","1.69M","03/08"
"OFG Bancorp","OFG","16.45","17.16","16.40","-0.65","-3.80%","518.59K","03/08"
"Old National Bancorp","ONB","19.40","19.75","19.30","-0.25","-1.27%","577.17K","03/08"
"Ollies Bargain Outlet Holdings Inc","OLLI","68.85","69.95","68.55","-0.60","-0.86%","442.90K","03/08"
"Olympic Steel","ZEUS","22.41","22.44","21.88","+0.41","+1.86%","62.71K","03/08"
"Omnicell","OMCL","60.00","60.80","58.01","+0.90","+1.52%","325.78K","03/08"
"Onespan","OSPN","17.30","17.53","17.05","-0.25","-1.42%","265.63K","03/08"
"Opus Bank","OPB","28.25","28.70","28.20","-0.35","-1.22%","81.95K","03/08"
"Orion Group","ORN","9.350","9.500","9.100","+0.230","+2.52%","479.58K","03/08"
"Oritani","ORIT","15.93","16.10","15.85","-0.12","-0.78%","105.11K","03/08"
"OSI Systems","OSIS","78.91","79.60","77.96","-0.26","-0.33%","55.68K","03/08"
"Oxford Industries","OXM","91.29","93.17","90.53","-1.42","-1.53%","93.72K","03/08"
"Papa John's","PZZA","42.29","43.29","41.78","-0.07","-0.17%","1.97M","03/08"
"Park Electrochemical","PKE","22.33","22.72","22.14","-0.43","-1.89%","60.38K","03/08"
"Patrick","PATK","59.60","59.80","58.30","+0.95","+1.62%","182.60K","03/08"
"PDC Energy","PDCE","63.140","64.660","61.740","-0.950","-1.48%","635.09K","03/08"
"Pennsylvania RE","PEI","10.60","11.02","10.36","0.00","0.00%","1.20M","03/08"
"Perficient","PRFT","26.49","27.13","26.25","-0.19","-0.71%","130.22K","03/08"
"Perry Ellis","PERY","29.10","29.39","29.01","+1.31","+4.71%","203.83K","03/08"
"PetMed Express","PETS","38.15","38.34","37.60","+0.46","+1.22%","424.63K","03/08"
"PGT Innovations","PGTI","24.150","24.450","23.800","-0.250","-1.02%","429.52K","03/08"
"Phibro","PAHC","50.40","50.50","48.93","+1.35","+2.75%","94.02K","03/08"
"Pinnacle","PNFP","63.25","63.90","62.90","-0.50","-0.78%","246.84K","03/08"
"Pioneer Energy Services","PES","3.200","3.400","3.150","0.000","0.00%","886.14K","03/08"
"Piper Jaffray","PJC","75.95","77.60","75.30","-1.55","-2.00%","76.25K","03/08"
"Plexus","PLXS","60.42","61.00","60.17","-0.11","-0.18%","116.79K","03/08"
"Powell Industries","POWL","36.97","37.20","36.30","+0.22","+0.60%","20.77K","03/08"
"Power Integrations","POWI","70.95","72.00","70.63","-0.90","-1.25%","119.85K","03/08"
"PRA Group Inc","PRAA","38.70","39.35","38.40","-0.35","-0.90%","222.05K","03/08"
"ProAssurance","PRA","41.65","41.98","40.25","+0.60","+1.46%","582.69K","03/08"
"Progress","PRGS","37.51","37.64","37.06","-0.08","-0.21%","226.38K","03/08"
"Proto Labs","PRLB","125.80","127.25","124.25","+0.30","+0.24%","70.68K","03/08"
"Provident","PFS","25.22","25.86","25.19","-0.48","-1.87%","256.70K","03/08"
"PS Business Parks","PSB","129.47","129.57","127.83","+1.32","+1.03%","56.07K","03/08"
"Quaker Chemical","KWR","166.51","170.95","165.88","-3.26","-1.92%","24.97K","03/08"
"Quality Systems","QSII","21.27","21.42","21.00","+0.26","+1.24%","223.32K","03/08"
"Qualys","QLYS","85.150","87.050","83.200","-1.000","-1.16%","387.80K","03/08"
"Quanex Building Products","NX","16.85","17.10","16.65","0.00","0.00%","99.24K","03/08"
"QuinStreet","QNST","14.450","14.800","14.020","-0.080","-0.55%","500.04K","03/08"
"Quorum Health","QHC","4.550","4.620","4.510","-0.010","-0.22%","372.76K","03/08"
"Rambus","RMBS","12.53","12.65","12.22","-0.09","-0.71%","862.81K","03/08"
"Raven","RAVN","38.25","38.60","37.80","-0.20","-0.52%","57.53K","03/08"
"Rayonier Advanced Materials","RYAM","19.74","19.87","18.89","+1.83","+10.22%","1.34M","03/08"
"Re Max Holding","RMAX","50.25","51.25","49.65","+1.35","+2.76%","209.96K","03/08"
"Red Robin Gourmet Burgers","RRGB","37.65","37.90","36.85","+0.62","+1.69%","524.36K","03/08"
"Regis","RGS","17.63","17.77","17.52","-0.09","-0.51%","129.69K","03/08"
"Rent-A-Center","RCII","14.83","14.85","14.79","+0.03","+0.20%","427.35K","03/08"
"Repligen","RGEN","47.57","48.23","47.23","+0.29","+0.61%","282.76K","03/08"
"Resources Connection","RECN","16.20","16.45","15.85","-0.05","-0.31%","113.15K","03/08"
"Retail Opportunity","ROIC","19.29","19.30","18.99","+0.29","+1.53%","857.22K","03/08"
"REX American Resources","REX","77.15","77.65","76.07","+0.54","+0.70%","15.45K","03/08"
"RLI","RLI","74.61","75.70","74.39","-0.96","-1.27%","159.16K","03/08"
"Roadrunner","RRTS","2.08","2.14","2.03","-0.05","-2.35%","595.19K","03/08"
"Rogers","ROG","127.54","127.69","124.35","+0.38","+0.30%","378.95K","03/08"
"RR Donnelley & Sons","RRD","4.99","5.08","4.82","+0.15","+3.10%","1.22M","03/08"
"Rudolph","RTEC","28.45","29.05","26.15","-0.85","-2.90%","471.53K","03/08"
"Ruth's Hospitality","RUTH","28.50","28.80","28.20","-0.15","-0.52%","149.82K","03/08"
"S&T Bancorp","STBA","44.40","45.24","44.22","-0.56","-1.25%","39.37K","03/08"
"Sabra","SBRA","22.24","22.25","21.64","+0.61","+2.82%","910.06K","03/08"
"Safety Insurance","SAFT","92.70","94.40","91.70","-1.05","-1.12%","19.55K","03/08"
"Saia","SAIA","75.60","77.70","75.30","-0.85","-1.11%","258.16K","03/08"
"Sanderson Farms","SAFM","102.86","103.15","100.01","+2.85","+2.85%","331.12K","03/08"
"Sanmina","SANM","29.35","29.75","29.15","-0.15","-0.51%","206.75K","03/08"
"Saul Centers","BFS","53.66","53.76","53.26","+0.39","+0.73%","19.33K","03/08"
"ScanSource","SCSC","40.10","41.05","39.80","-0.40","-0.99%","57.14K","03/08"
"Scholastic","SCHL","40.93","41.53","40.77","-0.22","-0.53%","72.39K","03/08"
"Schweitzer-Mauduit","SWM","42.37","44.40","42.25","-1.77","-4.01%","161.73K","03/08"
"Scientific Games","SGMS","35.30","39.60","35.10","-4.25","-10.75%","4.36M","03/08"
"SEACOR","CKH","51.10","52.61","50.59","-0.56","-1.08%","117.58K","03/08"
"Select Medical","SEM","20.15","20.55","18.85","-1.10","-5.18%","1.90M","03/08"
"Selective","SIGI","61.60","62.95","60.30","-1.20","-1.91%","163.35K","03/08"
"Semtech","SMTC","47.80","48.70","47.50","-0.85","-1.75%","202.06K","03/08"
"Seneca Foods A","SENEA","28.40","28.90","28.10","+0.05","+0.18%","24.97K","03/08"
"ServisFirst Bancshares","SFBS","42.27","43.36","42.05","-0.84","-1.95%","70.81K","03/08"
"Shoe Carnival","SCVL","31.80","32.47","31.42","-0.27","-0.84%","105.01K","03/08"
"Shutterstock","SSTK","50.54","50.61","47.20","+2.80","+5.87%","336.51K","03/08"
"Simmons First National","SFNC","30.05","30.70","30.00","-0.50","-1.64%","135.98K","03/08"
"Simpson Manufacturing","SSD","73.74","74.02","72.84","+0.24","+0.33%","441.97K","03/08"
"SkyWest","SKYW","59.30","59.95","59.00","-0.15","-0.25%","186.31K","03/08"
"Sleep Number","SL2","24.560","24.560","24.560","+0.400","+1.66%","0","03/08"
"Sonic","SONC","34.28","36.23","34.24","-1.53","-4.27%","661.37K","03/08"
"Sonic Automotive","SAH","20.20","20.50","19.85","+0.05","+0.25%","107.62K","03/08"
"South Jersey Industries","SJI","33.81","33.97","33.58","-0.09","-0.27%","364.49K","03/08"
"Southside","SBSI","34.74","35.40","34.56","-0.42","-1.19%","60.84K","03/08"
"SpartanNash Co","SPTN","23.55","23.80","23.15","+0.04","+0.17%","151.03K","03/08"
"Spectrum","SPPI","20.56","20.78","20.43","-0.24","-1.15%","882.62K","03/08"
"Spire","SR","71.90","72.25","71.20","+0.65","+0.91%","257.02K","03/08"
"Spok Holdings","SPOK","14.60","14.95","14.50","-0.10","-0.68%","80.78K","03/08"
"SPS Commerce","SPSC","87.80","89.07","86.95","-0.39","-0.44%","196.49K","03/08"
"SPX Corp","SPXC","36.49","39.28","36.06","-0.26","-0.71%","246.13K","03/08"
"SPX FLOW Inc","FLOW","45.76","46.26","44.80","+0.89","+1.98%","315.62K","03/08"
"Stage Stores","SSI","2.03","2.14","2.00","-0.12","-5.58%","260.27K","03/08"
"Stampscom","STMP","261.45","281.75","259.45","-18.65","-6.66%","407.78K","03/08"
"Standard Motor Products","SMP","47.69","48.75","47.35","-0.30","-0.63%","43.20K","03/08"
"Standex","SXI","103.85","104.05","102.00","+0.45","+0.44%","48.89K","03/08"
"Stein Mart","SMRT","2.24","2.30","2.22","-0.01","-0.44%","197.73K","03/08"
"Stepan","SCL","88.85","89.22","87.86","+0.39","+0.44%","51.86K","03/08"
"Sterling Bancorp","STL","21.95","22.48","21.75","-0.48","-2.14%","1.48M","03/08"
"Steven Madden","SHOO","55.90","56.65","55.65","-0.10","-0.18%","460.93K","03/08"
"Stewart Info Services","STC","44.75","45.27","44.72","-0.24","-0.53%","69.70K","03/08"
"Strayer Education","STRA","122.62","127.68","122.41","-3.80","-3.01%","245.69K","03/08"
"Sturm Ruger&Company","RGR","55.30","56.76","54.15","-1.00","-1.78%","304.64K","03/08"
"Summit Hotel Properties","INN","13.74","14.17","13.69","-0.46","-3.24%","583.09K","03/08"
"SunCoke Energy","SXC","11.13","11.21","10.91","0.00","0.00%","326.77K","03/08"
"Super Micro Computer","SMCI","21.00","21.75","20.90","-0.70","-3.23%","606.30K","03/08"
"Superior Industries","SUP","18.60","19.00","18.20","-0.25","-1.33%","118.48K","03/08"
"Supernus","SUPN","52.750","55.450","52.550","-1.550","-2.85%","716.12K","03/08"
"Supervalu","SVU","32.230","32.310","32.070","+0.090","+0.28%","4.93M","03/08"
"SurModics","SRDX","59.35","60.15","58.95","-0.35","-0.59%","69.23K","03/08"
"Sykes","SYKE","29.20","29.75","28.94","-0.21","-0.71%","53.01K","03/08"
"Synchronoss Tech","SNCR","4.06","4.10","3.95","-0.06","-1.46%","144.74K","03/08"
"Synergy Resources","SRCI","11.39","11.66","11.23","-0.21","-1.81%","219.80K","02/08"
"Tailored Brands","TLRD","20.92","21.57","20.67","+0.22","+1.06%","1.57M","03/08"
"Take-Two","TTWO","123.41","130.43","122.09","+10.17","+8.98%","7.97M","03/08"
"Team","TISI","21.90","22.10","21.63","-0.05","-0.23%","296.11K","03/08"
"Tennant","TNC","80.50","81.95","79.85","-1.30","-1.59%","92.42K","03/08"
"Tetra Tech","TTEK","65.45","66.40","64.65","-0.65","-0.98%","558.88K","03/08"
"Tetra Technologies","TTI","4.35","4.39","4.28","+0.02","+0.46%","549.27K","03/08"
"Texas Capital","TCBI","90.90","92.50","90.75","-1.20","-1.30%","297.16K","03/08"
"The Andersons","ANDE","34.90","35.20","34.50","+0.05","+0.14%","46.57K","03/08"
"The Childrens Place","PLCE","124.90","127.05","123.75","+0.05","+0.04%","280.79K","03/08"
"The Ensign","ENSG","35.05","38.26","34.69","-1.98","-5.35%","471.99K","03/08"
"The Medicines","MDCO","38.51","39.78","37.96","-0.68","-1.74%","640.65K","03/08"
"The Navigators","NAVG","59.40","60.64","59.00","-0.80","-1.33%","40.26K","03/08"
"The Providence Service","PRSC","71.85","73.15","71.13","-1.23","-1.68%","49.20K","03/08"
"Tidewater","TDW","32.140","32.470","31.400","+0.160","+0.50%","275.04K","03/08"
"Tile Shop","TTS","8.150","8.250","7.950","+0.050","+0.62%","406.26K","03/08"
"Timkensteel Corp","TMST","13.59","13.74","13.30","+0.30","+2.26%","455.97K","03/08"
"Titan","TWI","7.12","10.46","6.83","-3.00","-29.64%","4.17M","03/08"
"Tivity Health","TVTY","35.25","35.74","34.20","+1.35","+3.98%","1.32M","03/08"
"TiVo","TIVO","11.45","11.73","11.30","-0.20","-1.72%","991.66K","03/08"
"Tompkins","TMP","85.63","87.13","85.63","-1.20","-1.38%","2.77K","02/08"
"Topbuild Corp","BLD","73.18","73.46","72.01","-0.63","-0.85%","310.02K","03/08"
"Tredegar","TG","22.05","22.30","20.65","+1.45","+7.04%","153.30K","03/08"
"Trex","TREX","78.52","79.96","77.43","-0.90","-1.13%","425.80K","03/08"
"TrueBlue","TBI","27.35","27.45","26.60","+0.20","+0.74%","191.63K","03/08"
"TrustCo Bank NY","TRST","9.10","9.25","9.10","-0.10","-1.09%","240.77K","03/08"
"TTEC","TTEC","31.95","34.45","31.70","-0.65","-1.99%","43.24K","03/08"
"TTM","TTMI","18.76","19.53","18.49","-0.71","-3.65%","1.25M","03/08"
"Tuesday Morning","TUES","2.90","2.95","2.90","-0.05","-1.69%","161.57K","03/08"
"U S Concrete","USCR","46.50","48.30","46.40","-1.65","-3.43%","386.88K","03/08"
"UMB Financial","UMBF","73.98","75.08","73.28","-0.43","-0.58%","248.78K","03/08"
"Unifi","UFI","31.94","32.52","31.26","+0.04","+0.13%","87.72K","03/08"
"Unifirst","UNF","188.15","189.93","186.80","-1.25","-0.66%","48.64K","03/08"
"Unit","UNT","23.740","24.280","23.300","-0.190","-0.79%","269.85K","03/08"
"United Bankshares","UBSI","37.85","38.63","37.70","-0.60","-1.56%","412.71K","03/08"
"United Community Banks","UCBI","30.84","31.39","30.71","-0.37","-1.19%","296.03K","03/08"
"United Fire","UFCS","57.00","58.03","56.61","-0.95","-1.64%","35.72K","03/08"
"United Insurances","UIHC","21.270","21.500","20.780","+0.160","+0.76%","72.18K","03/08"
"Universal","UVV","67.90","68.75","67.30","-0.35","-0.51%","111.52K","03/08"
"Universal Electronics","UEIC","44.95","47.65","37.25","+9.35","+26.26%","916.06K","03/08"
"Universal Forest","UFPI","36.58","36.82","36.34","+0.18","+0.49%","222.95K","03/08"
"Universal Health RI","UHT","67.90","68.70","67.28","+0.03","+0.04%","26.50K","03/08"
"Universal Insurance","UVE","44.70","45.40","44.05","-0.60","-1.32%","165.96K","03/08"
"Urstadt Biddle Properties","UBA","22.33","22.41","22.19","+0.11","+0.49%","56.18K","03/08"
"US Ecology","ECOL","64.45","73.10","63.95","-5.90","-8.39%","129.04K","03/08"
"US Physicalrapy","USPH","114.75","117.85","113.30","-1.40","-1.21%","62.51K","03/08"
"US Silica","SLCA","25.160","25.790","24.770","-0.520","-2.02%","1.87M","03/08"
"Veeco","VECO","11.60","12.25","11.15","-0.28","-2.32%","1.41M","03/08"
"Vera Bradley","VRA","13.40","13.61","13.16","+0.30","+2.29%","597.10K","03/08"
"Veritiv Cor","VRTV","38.80","38.80","37.80","+0.65","+1.70%","35.09K","03/08"
"Viad","VVI","56.55","57.15","55.95","-0.50","-0.88%","51.11K","03/08"
"Viavi Solutions","VIAV","10.04","10.20","9.96","-0.06","-0.59%","2.00M","03/08"
"Vicor","VICR","58.70","60.92","58.40","-1.75","-2.90%","276.81K","03/08"
"Virtus","VRTS","127.50","128.55","126.15","-0.10","-0.08%","23.57K","03/08"
"Virtusa","VRTU","52.38","53.70","51.56","-1.02","-1.91%","150.76K","03/08"
"Vitamin Shoppe","VSI","8.65","8.70","8.25","+0.20","+2.37%","455.34K","03/08"
"Wabash National","WNC","18.83","19.06","18.70","-0.01","-0.05%","555.56K","03/08"
"WageWorks","WAGE","52.850","54.690","52.700","-1.600","-2.94%","224.97K","03/08"
"Walker&Dunlop","WD","53.43","55.43","53.15","-1.75","-3.17%","348.15K","03/08"
"Watts Water Technologies","WTS","86.50","93.35","85.95","+0.15","+0.17%","225.88K","03/08"
"WD-40","WDFC","162.30","163.45","160.65","+1.45","+0.90%","58.87K","03/08"
"Westamerica Bancorporation","WABC","60.91","61.68","60.42","-0.23","-0.38%","78.79K","03/08"
"Winnebago Industries","WGO","40.40","40.85","39.00","+1.45","+3.72%","560.78K","03/08"
"Wintrust","WTFC","88.99","89.84","88.65","-0.43","-0.48%","295.11K","03/08"
"Wolverine","WWW","35.91","36.67","35.39","-0.57","-1.56%","332.56K","03/08"
"World Acceptance","WRLD","104.50","106.30","102.53","-1.20","-1.14%","47.99K","03/08"
"WWE","WWE","78.54","79.95","76.66","-0.26","-0.33%","1.11M","03/08"
"XO","XOXO","28.370","29.295","27.970","-0.820","-2.81%","164.81K","03/08"
"Xperi","XPER","16.35","16.45","16.03","+0.10","+0.62%","177.83K","03/08"
"Zumiez","ZUMZ","23.50","23.75","23.20","+0.15","+0.64%","313.74K","03/08"
